,filename,label
0,./datasets/processed/image0.jpg,Aon
1,./datasets/processed/image1.jpg,Aon
2,./datasets/processed/image2.jpg,Aon
3,./datasets/processed/image3.jpg,Aon
4,./datasets/processed/image4.jpg,Aon
5,./datasets/processed/image5.jpg,Aon
6,./datasets/processed/image6.jpg,Aon
7,./datasets/processed/image7.jpg,Aon
8,./datasets/processed/image8.jpg,Aon
9,./datasets/processed/image9.jpg,Aon
10,./datasets/processed/image10.jpg,Aon
11,./datasets/processed/image11.jpg,Aon
12,./datasets/processed/image12.jpg,Aon
13,./datasets/processed/image13.jpg,Aon
14,./datasets/processed/image14.jpg,Aon
15,./datasets/processed/image15.jpg,Aon
16,./datasets/processed/image16.jpg,Aon
17,./datasets/processed/image17.jpg,Aon
18,./datasets/processed/image18.jpg,Aon
19,./datasets/processed/image19.jpg,Aon
20,./datasets/processed/image20.jpg,Aon
21,./datasets/processed/image21.jpg,Aon
22,./datasets/processed/image22.jpg,Aon
23,./datasets/processed/image23.jpg,Aon
24,./datasets/processed/image24.jpg,Aon
25,./datasets/processed/image25.jpg,Aon
26,./datasets/processed/image26.jpg,Aon
27,./datasets/processed/image27.jpg,Aon
28,./datasets/processed/image28.jpg,Aon
29,./datasets/processed/image29.jpg,Aon
30,./datasets/processed/image30.jpg,Aon
31,./datasets/processed/image31.jpg,Aon
32,./datasets/processed/image32.jpg,Aon
33,./datasets/processed/image33.jpg,Aon
34,./datasets/processed/image34.jpg,Aon
35,./datasets/processed/image35.jpg,Aon
36,./datasets/processed/image36.jpg,Aon
37,./datasets/processed/image37.jpg,Aon
38,./datasets/processed/image38.jpg,Aon
39,./datasets/processed/image39.jpg,Aon
40,./datasets/processed/image40.jpg,Aon
41,./datasets/processed/image41.jpg,Aon
42,./datasets/processed/image42.jpg,Aon
43,./datasets/processed/image43.jpg,Aon
44,./datasets/processed/image44.jpg,Aon
45,./datasets/processed/image45.jpg,Aon
46,./datasets/processed/image46.jpg,Aon
47,./datasets/processed/image47.jpg,Aon
48,./datasets/processed/image48.jpg,Aon
49,./datasets/processed/image49.jpg,Aon
50,./datasets/processed/image50.jpg,Aon
51,./datasets/processed/image51.jpg,Aon
52,./datasets/processed/image52.jpg,Aon
53,./datasets/processed/image53.jpg,Aon
54,./datasets/processed/image54.jpg,Aon
55,./datasets/processed/image55.jpg,Aon
56,./datasets/processed/image56.jpg,Aon
57,./datasets/processed/image57.jpg,Aon
58,./datasets/processed/image58.jpg,Aon
59,./datasets/processed/image59.jpg,Aon
60,./datasets/processed/image60.jpg,Aon
61,./datasets/processed/image61.jpg,Aon
62,./datasets/processed/image62.jpg,Aon
63,./datasets/processed/image63.jpg,Aon
64,./datasets/processed/image64.jpg,Aon
65,./datasets/processed/image65.jpg,Aon
66,./datasets/processed/image66.jpg,Aon
67,./datasets/processed/image67.jpg,Aon
68,./datasets/processed/image68.jpg,Aon
69,./datasets/processed/image69.jpg,Aon
70,./datasets/processed/image70.jpg,Aon
71,./datasets/processed/image71.jpg,Aon
72,./datasets/processed/image72.jpg,Aon
73,./datasets/processed/image73.jpg,Aon
74,./datasets/processed/image74.jpg,Aon
75,./datasets/processed/image75.jpg,Aon
76,./datasets/processed/image76.jpg,Aon
77,./datasets/processed/image77.jpg,Aon
78,./datasets/processed/image78.jpg,Aon
79,./datasets/processed/image79.jpg,Aon
80,./datasets/processed/image80.jpg,Aon
81,./datasets/processed/image81.jpg,Aon
82,./datasets/processed/image82.jpg,Aon
83,./datasets/processed/image83.jpg,Aon
84,./datasets/processed/image84.jpg,Aon
85,./datasets/processed/image85.jpg,Aon
86,./datasets/processed/image86.jpg,Aon
87,./datasets/processed/image87.jpg,Aon
88,./datasets/processed/image88.jpg,Aon
89,./datasets/processed/image89.jpg,Aon
90,./datasets/processed/image90.jpg,Aon
91,./datasets/processed/image91.jpg,First
92,./datasets/processed/image92.jpg,First
93,./datasets/processed/image93.jpg,First
94,./datasets/processed/image94.jpg,First
95,./datasets/processed/image95.jpg,First
96,./datasets/processed/image96.jpg,First
97,./datasets/processed/image97.jpg,First
98,./datasets/processed/image98.jpg,First
99,./datasets/processed/image99.jpg,First
100,./datasets/processed/image100.jpg,First
101,./datasets/processed/image101.jpg,First
102,./datasets/processed/image102.jpg,First
103,./datasets/processed/image103.jpg,First
104,./datasets/processed/image104.jpg,First
105,./datasets/processed/image105.jpg,First
106,./datasets/processed/image106.jpg,First
107,./datasets/processed/image107.jpg,First
108,./datasets/processed/image108.jpg,First
109,./datasets/processed/image109.jpg,First
110,./datasets/processed/image110.jpg,First
111,./datasets/processed/image111.jpg,First
112,./datasets/processed/image112.jpg,First
113,./datasets/processed/image113.jpg,First
114,./datasets/processed/image114.jpg,First
